:START_ID(Ingredient),:END_ID(Effect),type,evidence_type,graph_score:float,paper_count:int
ANGELICA ARCHANGELICA CALLUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ANGELICA ARCHANGELICA CALLUS EXTRACT,SOOTHING,improves,cosing_function,0.0,0
CUTIBACTERIUM ACNES FERMENT FILTRATE,ANTIOXIDANT,improves,cosing_function,0.0,0
CUTIBACTERIUM ACNES FERMENT FILTRATE,ANTI_AGING,improves,cosing_function,0.0,0
CUTIBACTERIUM ACNES FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
CUTIBACTERIUM ACNES FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED CENTELLA ASIATICA PROTEIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED CENTELLA ASIATICA PROTEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
COCOS NUCIFERA FRUIT WATER,HYDRATING,improves,cosing_function,0.0,0
COCOS NUCIFERA FRUIT WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
PELARGONIUM GRAVEOLENS CALLUS CULTURE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PELARGONIUM GRAVEOLENS CALLUS CULTURE EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PELARGONIUM GRAVEOLENS CALLUS CULTURE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PELARGONIUM GRAVEOLENS CALLUS CULTURE EXTRACT,SOOTHING,improves,cosing_function,0.0,0
BIS-HEXYLAMIDO ISOPROPANOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
BIS-HEXYLAMIDO ISOPROPANOL,SOOTHING,improves,cosing_function,0.0,0
BIS-HEXYLAMIDO ISOPROPANOL,HYDRATING,improves,cosing_function,0.0,0
CAPROYL METHYL SERINATE,ANTIMICROBIAL,reduces,cosing_function,0.0,0
CAPROYL METHYL SERINATE,HYDRATING,improves,cosing_function,0.0,0
CAPROYL METHYL SERINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA CENTIFOLIA FLOWER WATER,HYDRATING,improves,cosing_function,0.0,0
ROSA CENTIFOLIA FLOWER WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA CENTIFOLIA FLOWER WATER,SOOTHING,improves,cosing_function,0.0,0
GEROTINE/HYDROLYZED DNA,ANTIOXIDANT,improves,cosing_function,0.0,0
GEROTINE/HYDROLYZED DNA,ANTI_AGING,improves,cosing_function,0.0,0
GEROTINE/HYDROLYZED DNA,SEBUM_REGULATION,reduces,cosing_function,0.0,0
GENTIANA LUTEA RHIZOME/ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GENTIANA LUTEA RHIZOME/ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
NICOTIANA BENTHAMIANA OCTAPEPTIDE-30 SH-OLIGOPEPTIDE-2,HYDRATING,improves,cosing_function,0.0,0
NICOTIANA BENTHAMIANA OCTAPEPTIDE-30 SH-OLIGOPEPTIDE-2,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXAPEPTIDE-2,HYDRATING,improves,cosing_function,0.0,0
HEXAPEPTIDE-2,BARRIER_REPAIR,improves,cosing_function,0.0,0
PENTAPEPTIDE-4,HYDRATING,improves,cosing_function,0.0,0
PENTAPEPTIDE-4,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIFOLIA OIL,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIFOLIA OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIFOLIA OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CENTELLA ASIATICA CALLUS EXTRACELLULAR VESICLES,ANTIMICROBIAL,reduces,cosing_function,0.0,0
CENTELLA ASIATICA CALLUS EXTRACELLULAR VESICLES,ANTIOXIDANT,improves,cosing_function,0.0,0
CENTELLA ASIATICA CALLUS EXTRACELLULAR VESICLES,ANTI_AGING,improves,cosing_function,0.0,0
POLYCITRONELLOL ACETATE,HYDRATING,improves,cosing_function,0.0,0
POLYCITRONELLOL ACETATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYCITRONELLOL ACETATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
CICER ARIETINUM SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CICER ARIETINUM SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HIBISCUS SABDARIFFA CALLUS EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
HIBISCUS SABDARIFFA CALLUS EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
HIBISCUS SABDARIFFA CALLUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HIBISCUS SABDARIFFA CALLUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PUNICA GRANATUM BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PUNICA GRANATUM BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-123,BARRIER_REPAIR,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-123,SOOTHING,improves,cosing_function,0.0,0
MICROCOCCUS FERMENT LYSATE,ANTIOXIDANT,improves,cosing_function,0.0,0
MICROCOCCUS FERMENT LYSATE,ANTI_AGING,improves,cosing_function,0.0,0
MELISSA OFFICINALIS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MELISSA OFFICINALIS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PSIDIUM GUAJAVA FRUIT EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
PSIDIUM GUAJAVA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PSIDIUM GUAJAVA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED CENTELLA ASIATICA EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
HYDROLYZED CENTELLA ASIATICA EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
HYDROLYZED CENTELLA ASIATICA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED CENTELLA ASIATICA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
R-BOVINE POLYPEPTIDE-1,HYDRATING,improves,cosing_function,0.0,0
R-BOVINE POLYPEPTIDE-1,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAPRYLOYL SH-NONAPEPTIDE-6,HYDRATING,improves,cosing_function,0.0,0
CAPRYLOYL SH-NONAPEPTIDE-6,BARRIER_REPAIR,improves,cosing_function,0.0,0
SESAMUM INDICUM SEED BUTTER,HYDRATING,improves,cosing_function,0.0,0
SESAMUM INDICUM SEED BUTTER,BARRIER_REPAIR,improves,cosing_function,0.0,0
FICUS INDICA BARK,HYDRATING,improves,cosing_function,0.0,0
FICUS INDICA BARK,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHLORELLA PROTOTHECOIDES EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CHLORELLA PROTOTHECOIDES EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CROCUS SATIVUS LEAF CELL CULTURE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CROCUS SATIVUS LEAF CELL CULTURE EXTRACT,SOOTHING,improves,cosing_function,0.0,0
SODIUM RETINOYL HYALURONATE,HYDRATING,improves,cosing_function,0.0,0
SODIUM RETINOYL HYALURONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PICHIA FERMENT EXTRACT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
PICHIA FERMENT EXTRACT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PICHIA FERMENT EXTRACT FILTRATE,SOOTHING,improves,cosing_function,0.0,0
SALVIA SCLAREA FLOWER/LEAF/STEM CERA,BARRIER_REPAIR,improves,cosing_function,0.0,0
SALVIA SCLAREA FLOWER/LEAF/STEM CERA,SOOTHING,improves,cosing_function,0.0,0
SH-OLIGOPEPTIDE-23 SP,HYDRATING,improves,cosing_function,0.0,0
SH-OLIGOPEPTIDE-23 SP,BARRIER_REPAIR,improves,cosing_function,0.0,0
BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL,HYDRATING,improves,cosing_function,0.0,0
BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL,SOOTHING,improves,cosing_function,0.0,0
AMYLOSE,HYDRATING,improves,cosing_function,0.0,0
AMYLOSE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
CHRYSANTHEMUM INDICUM EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
CHRYSANTHEMUM INDICUM EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
CHRYSANTHEMUM INDICUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CHRYSANTHEMUM INDICUM EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
CHRYSANTHEMUM INDICUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOCOCCUS/HYALURONIC ACID FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOCOCCUS/HYALURONIC ACID FERMENT FILTRATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-POLYPEPTIDE-76,HYDRATING,improves,cosing_function,0.0,0
NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-POLYPEPTIDE-76,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYL SH-HEXAPEPTIDE-5 AMIDE ACETATE,HYDRATING,improves,cosing_function,0.0,0
ACETYL SH-HEXAPEPTIDE-5 AMIDE ACETATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
NICOTINAMIDE MONONUCLEOTIDE,ANTIOXIDANT,improves,cosing_function,0.0,0
NICOTINAMIDE MONONUCLEOTIDE,ANTI_AGING,improves,cosing_function,0.0,0
GALACTOOLIGOSACCHARIDES,HYDRATING,improves,cosing_function,0.0,0
GALACTOOLIGOSACCHARIDES,MOISTURE_RETENTION,improves,cosing_function,0.0,0
GALACTOOLIGOSACCHARIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALTHAEA OFFICINALIS FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ALTHAEA OFFICINALIS FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ATELOCOLLAGEN,HYDRATING,improves,cosing_function,0.0,0
ATELOCOLLAGEN,BARRIER_REPAIR,improves,cosing_function,0.0,0
MONARDA DIDYMA CALLUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MONARDA DIDYMA CALLUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CENTELLA ASIATICA CALLUS CONDITIONED MEDIA,HYDRATING,improves,cosing_function,0.0,0
CENTELLA ASIATICA CALLUS CONDITIONED MEDIA,BARRIER_REPAIR,improves,cosing_function,0.0,0
PANAX GINSENG ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PANAX GINSENG ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PANAX GINSENG ROOT EXTRACT,SOOTHING,improves,cosing_function,0.0,0
PANAX GINSENG ROOT EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CYMBOPOGON CITRATUS LEAF WATER,ANTIOXIDANT,improves,cosing_function,0.0,0
CYMBOPOGON CITRATUS LEAF WATER,ANTI_AGING,improves,cosing_function,0.0,0
CYMBOPOGON CITRATUS LEAF WATER,HYDRATING,improves,cosing_function,0.0,0
CYMBOPOGON CITRATUS LEAF WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
NELUMBO NUCIFERA CALLUS CULTURE EXTRACT,ANTIMICROBIAL,reduces,cosing_function,0.0,0
NELUMBO NUCIFERA CALLUS CULTURE EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
NELUMBO NUCIFERA CALLUS CULTURE EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
NELUMBO NUCIFERA CALLUS CULTURE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
NELUMBO NUCIFERA CALLUS CULTURE EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
COLLAGEN WATER,HYDRATING,improves,cosing_function,0.0,0
COLLAGEN WATER,MOISTURE_RETENTION,improves,cosing_function,0.0,0
COLLAGEN WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,SEBUM_REGULATION,reduces,cosing_function,0.0,0
2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,HYDRATING,improves,cosing_function,0.0,0
2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,SOOTHING,improves,cosing_function,0.0,0
THYMUS SERPYLLUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
THYMUS SERPYLLUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURUS NOBILIS BRANCH EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LAURUS NOBILIS BRANCH EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS EXTRACELLULAR VESICLES,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS EXTRACELLULAR VESICLES,BARRIER_REPAIR,improves,cosing_function,0.0,0
BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CUTIBACTERIUM AVIDUM FERMENT EXTRACT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
CUTIBACTERIUM AVIDUM FERMENT EXTRACT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CUTIBACTERIUM GRANULOSUM FERMENT EXTRACT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
CUTIBACTERIUM GRANULOSUM FERMENT EXTRACT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ANTHEMIS NOBILIS FLOWER/LEAF/STEM OIL,HYDRATING,improves,cosing_function,0.0,0
ANTHEMIS NOBILIS FLOWER/LEAF/STEM OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
MENTHA PIPERITA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MENTHA PIPERITA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CENTELLA ASIATICA LEAF,HYDRATING,improves,cosing_function,0.0,0
CENTELLA ASIATICA LEAF,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARTEMISIA CAPILLARIS POWDER,ANTIOXIDANT,improves,cosing_function,0.0,0
ARTEMISIA CAPILLARIS POWDER,ANTI_AGING,improves,cosing_function,0.0,0
CISTUS LADANIFERUS FLOWER CERA,BARRIER_REPAIR,improves,cosing_function,0.0,0
CISTUS LADANIFERUS FLOWER CERA,SOOTHING,improves,cosing_function,0.0,0
EUCALYPTUS CITRIODORA LEAF/TWIG OIL,HYDRATING,improves,cosing_function,0.0,0
EUCALYPTUS CITRIODORA LEAF/TWIG OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CUPRESSUS SEMPERVIRENS BRANCH/LEAF OIL,HYDRATING,improves,cosing_function,0.0,0
CUPRESSUS SEMPERVIRENS BRANCH/LEAF OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA GALLICA FLOWER EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ROSA GALLICA FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ROSA GALLICA FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
MENTHOL,SOOTHING,reduces,cosing_function,0.0,0
MENTHOL,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
ECKLONIA STOLONIFERA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ECKLONIA STOLONIFERA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS LYSATE,ANTIMICROBIAL,reduces,cosing_function,0.0,0
CENTELLA ASIATICA OIL,ANTIMICROBIAL,reduces,cosing_function,0.0,0
CENTELLA ASIATICA OIL,ANTIOXIDANT,improves,cosing_function,0.0,0
CENTELLA ASIATICA OIL,ANTI_AGING,improves,cosing_function,0.0,0
CENTELLA ASIATICA OIL,HYDRATING,improves,cosing_function,0.0,0
CENTELLA ASIATICA OIL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
CENTELLA ASIATICA OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CENTELLA ASIATICA OIL,SOOTHING,improves,cosing_function,0.0,0
ULMUS DAVIDIANA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ULMUS DAVIDIANA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYL ZINGERONE,ANTIOXIDANT,improves,cosing_function,0.0,0
ACETYL ZINGERONE,ANTI_AGING,improves,cosing_function,0.0,0
ACETYL ZINGERONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYL ZINGERONE,SOOTHING,improves,cosing_function,0.0,0
PINUS STROBUS BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PINUS STROBUS BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CENTELLA ASIATICA LEAF/STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CENTELLA ASIATICA LEAF/STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOPHORA JAPONICA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SOPHORA JAPONICA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
BIOTINOYL HISTIDYL D-TRYPTOPHANYL DIPEPTIDE-29 D-PHENYLALANYL LYSINAMIDE TRIFLUOROACETATE,HYDRATING,improves,cosing_function,0.0,0
BIOTINOYL HISTIDYL D-TRYPTOPHANYL DIPEPTIDE-29 D-PHENYLALANYL LYSINAMIDE TRIFLUOROACETATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ABELMOSCHUS MANIHOT FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ABELMOSCHUS MANIHOT FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
TORREYA NUCIFERA LEAF OIL,ANTIMICROBIAL,reduces,cosing_function,0.0,0
JASMINUM SAMBAC FLOWER CERA,HYDRATING,improves,cosing_function,0.0,0
JASMINUM SAMBAC FLOWER CERA,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARTEMISIA ARGYI LEAF WATER,HYDRATING,improves,cosing_function,0.0,0
ARTEMISIA ARGYI LEAF WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
MACADAMIA INTEGRIFOLIA/TETRAPHYLLA SEED OIL,HYDRATING,improves,cosing_function,0.0,0
MACADAMIA INTEGRIFOLIA/TETRAPHYLLA SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
STELLERA CHAMAEJASME FLOWER/LEAF/STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
STELLERA CHAMAEJASME FLOWER/LEAF/STEM EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
STELLERA CHAMAEJASME FLOWER/LEAF/STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA MULTIFLORA FLOWER WATER,HYDRATING,improves,cosing_function,0.0,0
ROSA MULTIFLORA FLOWER WATER,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ROSA MULTIFLORA FLOWER WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
MELALEUCA ALTERNIFOLIA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MELALEUCA ALTERNIFOLIA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
MENTHA PIPERITA FLOWER/LEAF/STEM OIL,HYDRATING,improves,cosing_function,0.0,0
MENTHA PIPERITA FLOWER/LEAF/STEM OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
PENTASODIUM TETRACARBOXYMETHYL DIPEPTIDE-51,HYDRATING,improves,cosing_function,0.0,0
PENTASODIUM TETRACARBOXYMETHYL DIPEPTIDE-51,BARRIER_REPAIR,improves,cosing_function,0.0,0
PENTASODIUM TETRACARBOXYMETHYL ACETYLHYDROXYPROLYL DIPEPTIDE-12,HYDRATING,improves,cosing_function,0.0,0
PENTASODIUM TETRACARBOXYMETHYL ACETYLHYDROXYPROLYL DIPEPTIDE-12,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISOBUTYLAMIDO THIAZOLYL RESORCINOL,ANTIOXIDANT,improves,cosing_function,0.0,0
ISOBUTYLAMIDO THIAZOLYL RESORCINOL,ANTI_AGING,improves,cosing_function,0.0,0
ISOBUTYLAMIDO THIAZOLYL RESORCINOL,HYDRATING,improves,cosing_function,0.0,0
ISOBUTYLAMIDO THIAZOLYL RESORCINOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ASTRAGALUS MEMBRANACEUS EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
ASTRAGALUS MEMBRANACEUS EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
HYSSOPUS OFFICINALIS EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
SH-POLYPEPTIDE-14,BARRIER_REPAIR,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-14,SOOTHING,improves,cosing_function,0.0,0
PAEONIA SUFFRUTICOSA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PAEONIA SUFFRUTICOSA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
OSMANTHUS FRAGRANS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
OSMANTHUS FRAGRANS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RUBUS CRATAEGIFOLIUS FRUIT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
RUBUS CRATAEGIFOLIUS FRUIT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
YEAST EXTRACT,HYDRATING,improves,cosing_function,0.0,0
YEAST EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
YEAST EXTRACT,SOOTHING,improves,cosing_function,0.0,0
GLYCINE SOJA SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GLYCINE SOJA SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACANTHOPANAX SENTICOSUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ACANTHOPANAX SENTICOSUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACANTHOPANAX SENTICOSUS EXTRACT,SOOTHING,improves,cosing_function,0.0,0
POLYGONATUM ODORATUM RHIZOME EXTRACT,HYDRATING,improves,cosing_function,0.0,0
POLYGONATUM ODORATUM RHIZOME EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
3-O-ETHYL ASCORBIC ACID,HYDRATING,improves,cosing_function,0.0,0
3-O-ETHYL ASCORBIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
MALPIGHIA EMARGINATA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MALPIGHIA EMARGINATA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SR-(OLIGOPEPTIDE-91 CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1),HYDRATING,improves,cosing_function,0.0,0
SR-(OLIGOPEPTIDE-91 CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1),BARRIER_REPAIR,improves,cosing_function,0.0,0
GRAPHENE OXIDE,ANTIOXIDANT,improves,cosing_function,0.0,0
GRAPHENE OXIDE,ANTI_AGING,improves,cosing_function,0.0,0
GRAPHENE OXIDE,HYDRATING,improves,cosing_function,0.0,0
GRAPHENE OXIDE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
GRAPHENE OXIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEPTASODIUM HEXACARBOXYMETHYL DIPEPTIDE-12,HYDRATING,improves,cosing_function,0.0,0
HEPTASODIUM HEXACARBOXYMETHYL DIPEPTIDE-12,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROGENATED PALM GLYCERIDES,HYDRATING,improves,cosing_function,0.0,0
HYDROGENATED PALM GLYCERIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYCINE MAX OIL,HYDRATING,improves,cosing_function,0.0,0
GLYCINE MAX OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CNIDIUM OFFICINALE ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CNIDIUM OFFICINALE ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LEONTOPODIUM ALPINUM ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LEONTOPODIUM ALPINUM ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
MALPIGHIA PUNICIFOLIA FRUIT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
MALPIGHIA PUNICIFOLIA FRUIT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
ARTEMISIA PRINCEPS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ARTEMISIA PRINCEPS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HORDEUM VULGARE CERA,HYDRATING,improves,cosing_function,0.0,0
HORDEUM VULGARE CERA,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYCYRRHIZA INFLATA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GLYCYRRHIZA INFLATA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
COPTIS JAPONICA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
COPTIS JAPONICA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHLORELLA VULGARIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CHLORELLA VULGARIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
JASMINUM OFFICINALE FLOWER WAX,HYDRATING,improves,cosing_function,0.0,0
JASMINUM OFFICINALE FLOWER WAX,BARRIER_REPAIR,improves,cosing_function,0.0,0
JASMINUM OFFICINALE FLOWER WAX,SOOTHING,improves,cosing_function,0.0,0
CANAVALIA GLADIATA SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CANAVALIA GLADIATA SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
BETULA PLATYPHYLLA JAPONICA BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BETULA PLATYPHYLLA JAPONICA BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
BLETILLA STRIATA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BLETILLA STRIATA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
