ingredient_id:ID(Ingredient),inci_name,kor_name,cosing_functions:string[]
HYDROLYZED VEGETABLE PROTEIN,HYDROLYZED VEGETABLE PROTEIN,하이드롤라이즈드쌀단백질,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
CALOPHYLLUM INOPHYLLUM SEED OIL,CALOPHYLLUM INOPHYLLUM SEED OIL,호동씨오일,ANTIMICROBIAL;ANTIOXIDANT;HAIR CONDITIONING;ORAL CARE;SKIN CONDITIONING;UV ABSORBER
BAMBUSA ARUNDINACEA JUICE,BAMBUSA ARUNDINACEA JUICE,가시대나무수액,ABRASIVE;SKIN CONDITIONING
NEOPENTYL GLYCOL DIHEPTANOATE,NEOPENTYL GLYCOL DIHEPTANOATE,네오펜틸글라이콜다이헵타노에이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
AZADIRACHTA INDICA LEAF EXTRACT,AZADIRACHTA INDICA LEAF EXTRACT,님잎추출물,SKIN CONDITIONING
CODONOPSIS LANCEOLATA ROOT EXTRACT,CODONOPSIS LANCEOLATA ROOT EXTRACT,더덕뿌리추출물,SKIN CONDITIONING
IMPERATA CYLINDRICA ROOT EXTRACT,IMPERATA CYLINDRICA ROOT EXTRACT,띠뿌리추출물,SKIN CONDITIONING
LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT,LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT,락토바실러스/석류발효추출물,HAIR CONDITIONING;SKIN CONDITIONING
MANDELIC ACID,MANDELIC ACID,만델릭애씨드,ANTIMICROBIAL
MENTHOXYPROPANEDIOL,MENTHOXYPROPANEDIOL,멘톡시프로판다이올,FRAGRANCE;REFRESHING
ADANSONIA DIGITATA SEED EXTRACT,ADANSONIA DIGITATA SEED EXTRACT,하이드롤라이즈드바오밥나무씨추출물,SKIN CONDITIONING
BEHENIC ACID,BEHENIC ACID,베헤닉애씨드,CLEANSING;SURFACTANT - EMULSIFYING;OPACIFYING;SURFACTANT - CLEANSING
BENZOIC ACID,BENZOIC ACID,벤조익애씨드,FRAGRANCE;PRESERVATIVE;pH ADJUSTERS
BIS-HYDROXYETHOXYPROPYL DIMETHICONE,BIS-HYDROXYETHOXYPROPYL DIMETHICONE,비스-하이드록시에톡시프로필다이메티콘,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
VACCINIUM MYRTILLUS BUD EXTRACT,VACCINIUM MYRTILLUS BUD EXTRACT,빌베리싹추출물,ANTIOXIDANT
SERICIN,SERICIN,세리신,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING;SMOOTHING
SODIUM GUAIAZULENE SULFONATE,SODIUM GUAIAZULENE SULFONATE,소듐구아이아줄렌설포네이트,SURFACTANT - CLEANSING
EQUISETUM ARVENSE LEAF POWDER,EQUISETUM ARVENSE LEAF POWDER,쇠뜨기잎가루,SKIN CONDITIONING
STREPTOCOCCUS THERMOPHILUS FERMENT,STREPTOCOCCUS THERMOPHILUS FERMENT,스트렙토코쿠스 테르모필루스발효물,HUMECTANT;SKIN CONDITIONING
MENTHA SUAVEOLENS LEAF EXTRACT,MENTHA SUAVEOLENS LEAF EXTRACT,애플민트잎추출물,ASTRINGENT;SKIN CONDITIONING
OLEA EUROPAEA FRUIT PEEL EXTRACT,OLEA EUROPAEA FRUIT PEEL EXTRACT,올리브나무잎추출물,HUMECTANT
CI 77947,CI 77947,징크옥사이드,COLORANT
ANGELICA GIGAS ROOT EXTRACT,ANGELICA GIGAS ROOT EXTRACT,참당귀뿌리추출물,HAIR CONDITIONING;HAIR WAVING OR STRAIGHTENING;SKIN CONDITIONING
TERMINALIA FERDINANDIANA FRUIT POWDER,TERMINALIA FERDINANDIANA FRUIT POWDER,카카두플럼추출물,ANTIOXIDANT
HYDROLYZED THEOBROMA CACAO SEED BUTTER,HYDROLYZED THEOBROMA CACAO SEED BUTTER,하이드롤라이즈드카카오씨버터,CLEANSING;SKIN CONDITIONING - EMOLLIENT;SURFACTANT - FOAM BOOSTING;SKIN CONDITIONING;SURFACTANT - CLEANSING
CALAMINE,CALAMINE,칼라민,ABSORBENT;OPACIFYING;SKIN PROTECTING
QUERCETIN,QUERCETIN,쿼세틴,ANTIOXIDANT;SKIN CONDITIONING - MISCELLANEOUS
TROPOLONE,TROPOLONE,트로폴론,SKIN CONDITIONING
CYMBOPOGON MARTINI OIL,CYMBOPOGON MARTINI OIL,팔마로사오일,FRAGRANCE;SKIN CONDITIONING;TONIC
POLYQUATERNIUM-10,POLYQUATERNIUM-10,폴리쿼터늄-101,ANTISTATIC;FILM FORMING
PPG-19-BUTETH-19,PPG-19-BUTETH-19,피피지-9-부테스-12,HAIR CONDITIONING;SKIN CONDITIONING
HEXAPEPTIDE-11,HEXAPEPTIDE-11,헥사펩타이드-1,SKIN CONDITIONING
HYDROLYZED TREMELLA FUCIFORMIS SPOROCARP EXTRACT,HYDROLYZED TREMELLA FUCIFORMIS SPOROCARP EXTRACT,하이드롤라이즈드흰목이버섯포자낭과추출물,ANTIOXIDANT;FILM FORMING;HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING
NICOTINAMIDE MONONUCLEOTIDE,NICOTINAMIDE MONONUCLEOTIDE,니코틴아마이드모노뉴클레오타이드,ANTIOXIDANT
DIBUTYL ADIPATE,DIBUTYL ADIPATE,다이부틸아디페이트,SKIN CONDITIONING - EMOLLIENT;FILM FORMING;PLASTICISER;SKIN CONDITIONING;SOLVENT
DISTEARDIMONIUM HECTORITE,DISTEARDIMONIUM HECTORITE,다이스테아다이모늄헥토라이트,LIGHT STABILIZER;VISCOSITY CONTROLLING
BELLIS PERENNIS FLOWER EXTRACT,BELLIS PERENNIS FLOWER EXTRACT,데이지꽃추출물,SKIN CONDITIONING
GLYCINE SOJA STEROLS,GLYCINE SOJA STEROLS,돌콩스테롤,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
LAVANDULA ANGUSTIFOLIA ANGUSTIFOLIA HERB OIL,LAVANDULA ANGUSTIFOLIA ANGUSTIFOLIA HERB OIL,라벤더꽃오일,PERFUMING
LYSOLECITHIN,LYSOLECITHIN,라이소레시틴,SURFACTANT - EMULSIFYING
CITRUS RETICULATA FRUIT EXTRACT,CITRUS RETICULATA FRUIT EXTRACT,만다린추출물,SKIN PROTECTING
CUCUMIS MELO CANTALUPENSIS FRUIT EXTRACT,CUCUMIS MELO CANTALUPENSIS FRUIT EXTRACT,칸탈루펜시스멜론추출물,ASTRINGENT;SKIN CONDITIONING
CORCHORUS OLITORIUS LEAF EXTRACT,CORCHORUS OLITORIUS LEAF EXTRACT,몰로키아잎추출물,SKIN CONDITIONING
MYRISTYL GLUCOSIDE,MYRISTYL GLUCOSIDE,미리스틸글루코사이드,CLEANSING
BAMBUSA VULGARIS CALLUS CULTURE EXTRACT,BAMBUSA VULGARIS CALLUS CULTURE EXTRACT,밤부사 불가리스잎추출물,SKIN CONDITIONING
VETIVERIA ZIZANOIDES ROOT OIL,VETIVERIA ZIZANOIDES ROOT OIL,베티버뿌리오일,FRAGRANCE;TONIC;PERFUMING
STELLARIA MEDIA EXTRACT,STELLARIA MEDIA EXTRACT,별꽃추출물,SKIN CONDITIONING
BIS-DIGLYCERYL POLYACYLADIPATE-2,BIS-DIGLYCERYL POLYACYLADIPATE-2,비스-다이글리세릴폴리아실아디페이트-2,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
MORUS ALBA STEM EXTRACT,MORUS ALBA STEM EXTRACT,뽕나무잎가루,SKIN CONDITIONING
PYRUS MALUS SEED OIL,PYRUS MALUS SEED OIL,사과씨오일,SKIN CONDITIONING - EMOLLIENT
CORNUS OFFICINALIS FRUIT EXTRACT,CORNUS OFFICINALIS FRUIT EXTRACT,산수유열매추출물,SKIN CONDITIONING
SAURURUS CHINENSIS EXTRACT,SAURURUS CHINENSIS EXTRACT,삼백초추출물,SKIN CONDITIONING
SODIUM METHYL STEAROYL TAURATE,SODIUM METHYL STEAROYL TAURATE,소듐메틸스테아로일타우레이트,CLEANSING;FOAMING;SURFACTANT - CLEANSING
SORBIC ACID,SORBIC ACID,소르빅애씨드,FRAGRANCE;PRESERVATIVE
POTENTILLA ANSERINA EXTRACT,POTENTILLA ANSERINA EXTRACT,실버위드추출물,SKIN CONDITIONING
ISOCETETH-20,ISOCETETH-20,아이소세테스-20,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
ACRYLATES/STEARYL METHACRYLATE COPOLYMER,ACRYLATES/STEARYL METHACRYLATE COPOLYMER,아크릴레이트/스테아릴메타크릴레이트코폴리머,EMULSION STABILISING;VISCOSITY CONTROLLING
SALMON EGG EXTRACT,SALMON EGG EXTRACT,연어알추출물,NOT REPORTED
EMBLICA OFFICINALIS FRUIT,EMBLICA OFFICINALIS FRUIT,엠블릭열매추출물,SKIN CONDITIONING
VIOLA MANDSHURICA FLOWER EXTRACT,VIOLA MANDSHURICA FLOWER EXTRACT,제비꽃꽃추출물,ANTIOXIDANT;ASTRINGENT
CALCIUM PANTOTHENATE,CALCIUM PANTOTHENATE,칼슘판토테네이트,HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS
TRYPTOPHAN,TRYPTOPHAN,트립토판,ANTISTATIC;HAIR CONDITIONING;FRAGRANCE
VITIS VINIFERA VINE SAP,VITIS VINIFERA VINE SAP,포도덩굴수액,SKIN CONDITIONING
POLYGLYCERYL-2 TRIISOSTEARATE,POLYGLYCERYL-2 TRIISOSTEARATE,폴리글리세릴-2트라이아이소스테아레이트,SURFACTANT - EMULSIFYING
PINUS PINASTER BARK EXTRACT,PINUS PINASTER BARK EXTRACT,프랑스해안송껍질추출물,ANTIOXIDANT
PEG-6,PEG-6,피이지-6,HUMECTANT;SOLVENT
PEG/PPG-18/18 DIMETHICONE,PEG/PPG-18/18 DIMETHICONE,피이지/피피지-18/18다이메티콘,SURFACTANT - EMULSIFYING
HYDROLYZED SCLEROTIUM GUM,HYDROLYZED SCLEROTIUM GUM,하이드롤라이즈드스클레로튬검,FILM FORMING;HUMECTANT;SKIN PROTECTING
HYDROLYZED JOJOBA ESTERS,HYDROLYZED JOJOBA ESTERS,하이드롤라이즈드호호바에스터,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING
HEXYLDECANOL,HEXYLDECANOL,헥실데칸올,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
SACCHAROMYCES POLYPEPTIDES,SACCHAROMYCES POLYPEPTIDES,효모폴리펩타이드,SKIN CONDITIONING
C10-18 TRIGLYCERIDES,C10-18 TRIGLYCERIDES,C10-18트라이글리세라이즈,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SOLVENT
C15-19 ALKANE,C15-19 ALKANE,C12-20아이소알케인,SOLVENT
GLYCINE MAX OIL,GLYCINE MAX OIL,콩오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
PINUS SYLVESTRIS LEAF OIL,PINUS SYLVESTRIS LEAF OIL,구주소나무잎오일,FRAGRANCE
GLUTAMINE,GLUTAMINE,글루타민,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
HONEY,HONEY,꿀,HUMECTANT;SKIN CONDITIONING;FLAVOURING
SOPHORA ANGUSTIFOLIA ROOT EXTRACT,SOPHORA ANGUSTIFOLIA ROOT EXTRACT,도둑놈의지팡이뿌리추출물,SKIN CONDITIONING
LAVANDULA ANGUSTIFOLIA FLOWER WATER,LAVANDULA ANGUSTIFOLIA FLOWER WATER,라벤더꽃수,SKIN CONDITIONING
CYMBOPOGON CITRATUS LEAF WATER,CYMBOPOGON CITRATUS LEAF WATER,레몬그라스잎수,ANTIOXIDANT;SKIN CONDITIONING
ROYAL JELLY EXTRACT,ROYAL JELLY EXTRACT,로얄젤리추출물,SKIN CONDITIONING
RUTIN,RUTIN,루틴,ANTIOXIDANT;HAIR CONDITIONING;SKIN CONDITIONING
ARGILLA,ARGILLA,마그네슘알루미늄실리케이트,ABRASIVE;BULKING;HUMECTANT
MANGIFERA INDICA SEED BUTTER,MANGIFERA INDICA SEED BUTTER,망고추출물,SKIN CONDITIONING
CHAENOMELES SINENSIS FRUIT EXTRACT,CHAENOMELES SINENSIS FRUIT EXTRACT,모과추출물,ANTIOXIDANT;ASTRINGENT;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING
BORAGO OFFICINALIS SEED OIL,BORAGO OFFICINALIS SEED OIL,보리지씨오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
"BIS-ETHOXYDIGLYCOL CYCLOHEXANE 1,4-DICARBOXYLATE","BIS-ETHOXYDIGLYCOL CYCLOHEXANE 1,4-DICARBOXYLATE","비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이트",SKIN CONDITIONING - EMOLLIENT;EMULSION STABILISING;HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING
CRYPTOMERIA JAPONICA BRANCH/LEAF EXTRACT,CRYPTOMERIA JAPONICA BRANCH/LEAF EXTRACT,삼나무잎수,HUMECTANT;SKIN CONDITIONING
RUBUS FRUTICOSUS FRUIT EXTRACT,RUBUS FRUTICOSUS FRUIT EXTRACT,수리딸기추출물,ASTRINGENT;FRAGRANCE;TONIC
SODIUM LAURETH-12 SULFATE,SODIUM LAURETH-12 SULFATE,소듐라우레스-5설페이트,CLEANSING;FOAMING;SURFACTANT - CLEANSING
SODIUM LAURATE,SODIUM LAURATE,소듐라우레이트,CLEANSING;SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
SODIUM MYRISTOYL GLUTAMATE,SODIUM MYRISTOYL GLUTAMATE,소듐미리스토일글루타메이트,CLEANSING;SURFACTANT - CLEANSING
SODIUM HEPARIN,SODIUM HEPARIN,소듐헤파린,SKIN CONDITIONING
CYMBOPOGON NARDUS OIL,CYMBOPOGON NARDUS OIL,시트로넬라오일,FRAGRANCE;TONIC
AMODIMETHICONE,AMODIMETHICONE,다이메톡시실릴에틸렌다이아미노프로필다이메티콘,ANTISTATIC;HAIR CONDITIONING
AMINOMETHYL PROPANEDIOL,AMINOMETHYL PROPANEDIOL,아미노메틸프로판다이올,BUFFERING
ALTEROMONAS FERMENT EXTRACT,ALTEROMONAS FERMENT EXTRACT,알테로모나스발효추출물,SKIN CONDITIONING - MISCELLANEOUS
HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER,HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER,에이치디아이/트라이메틸올헥실락톤크로스폴리머,ANTICAKING
IRIS FLORENTINA FLOWER CERA,IRIS FLORENTINA FLOWER CERA,오리스뿌리추출물,SKIN CONDITIONING
ZEA MAYS GERM OIL,ZEA MAYS GERM OIL,옥수수오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
INOSITOL,INOSITOL,이노시톨,ANTISTATIC;HAIR CONDITIONING;HUMECTANT
ZINC SULFATE,ZINC SULFATE,징크설페이트,ANTIMICROBIAL;ANTIPLAQUE;ASTRINGENT;ORAL CARE
CALCIUM LACTATE,CALCIUM LACTATE,칼슘락테이트,ASTRINGENT;BUFFERING;KERATOLYTIC
CHOLETH-10,CHOLETH-10,콜레스-24,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
TRIHYDROXYSTEARIN,TRIHYDROXYSTEARIN,트라이하이드록시스테아린,SKIN CONDITIONING;VISCOSITY CONTROLLING
TIN OXIDE,TIN OXIDE,틴옥사이드,ABRASIVE;BULKING;OPACIFYING;VISCOSITY CONTROLLING
POLYGLYCERYL-10 ISOSTEARATE,POLYGLYCERYL-10 ISOSTEARATE,폴리글리세릴-10아이소스테아레이트,SKIN CONDITIONING
POLYGLYCERYL-6 LAURATE,POLYGLYCERYL-6 LAURATE,폴리글리세릴-6라우레이트,SURFACTANT - EMULSIFYING
4-PCA DIMETHICONE,4-PCA DIMETHICONE,4-피씨에이다이메티콘,HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS
PEG/PPG-30/160 COPOLYMER,PEG/PPG-30/160 COPOLYMER,메록사폴106,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
HYDRATED SILICA,HYDRATED SILICA,하이드레이티드실리카,ABRASIVE;ABSORBENT;ANTICAKING;BULKING;OPACIFYING;VISCOSITY CONTROLLING
HYDROXYPHENYL PROPAMIDOBENZOIC ACID,HYDROXYPHENYL PROPAMIDOBENZOIC ACID,하이드록시페닐프로파미도벤조익애씨드,SKIN CONDITIONING
CYPERUS ROTUNDUS FRUIT EXTRACT,CYPERUS ROTUNDUS FRUIT EXTRACT,향부자열매추출물,SKIN CONDITIONING
JUGLANS REGIA SHELL POWDER,JUGLANS REGIA SHELL POWDER,호두나무열매껍질가루,ABRASIVE
LUPINUS ALBUS SEED EXTRACT,LUPINUS ALBUS SEED EXTRACT,화이트루핀씨추출물,SKIN CONDITIONING
ECKLONIA CAVA EXTRACT,ECKLONIA CAVA EXTRACT,감태추출물,SKIN CONDITIONING
ENTEROMORPHA COMPRESSA EXTRACT,ENTEROMORPHA COMPRESSA EXTRACT,납작파래추출물,SKIN PROTECTING
ALBATRELLUS CONFLUENS EXTRACT,ALBATRELLUS CONFLUENS EXTRACT,다발방패버섯추출물,HUMECTANT;SKIN CONDITIONING
PLATYCODON GRANDIFLORUS ROOT EXTRACT,PLATYCODON GRANDIFLORUS ROOT EXTRACT,도라지뿌리추출물,ANTIOXIDANT
CORDYCEPS SINENSIS EXTRACT,CORDYCEPS SINENSIS EXTRACT,동충하초추출물,ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT;HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING
LAURAMIDE DEA,LAURAMIDE DEA,라우라마이드디이에이,ANTISTATIC;SURFACTANT - FOAM BOOSTING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
LAURETH-7,LAURETH-7,라우레스-7,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
LACTOBACILLUS/PANAX GINSENG ROOT FERMENT FILTRATE,LACTOBACILLUS/PANAX GINSENG ROOT FERMENT FILTRATE,락토바실러스/홍삼발효여과물,SKIN CONDITIONING
ANIBA ROSAEODORA WOOD OIL,ANIBA ROSAEODORA WOOD OIL,로즈우드오일,ASTRINGENT;FRAGRANCE;SKIN CONDITIONING;TONIC;PERFUMING
LIPASE,LIPASE,리파아제,SKIN CONDITIONING
MAGNESIUM PCA,MAGNESIUM PCA,마그네슘피씨에이,HUMECTANT;SKIN CONDITIONING
SALVIA HISPANICA SEED OIL,SALVIA HISPANICA SEED OIL,멕시칸치아씨오일,MOISTURISING;SKIN CONDITIONING
MONTMORILLONITE,MONTMORILLONITE,몬모릴로나이트,ABRASIVE;ABSORBENT;BULKING;EMULSION STABILISING;LIGHT STABILIZER;VISCOSITY CONTROLLING
MYRISTYL MYRISTATE,MYRISTYL MYRISTATE,미리스틸미리스테이트,SKIN CONDITIONING - EMOLLIENT;OPACIFYING;SKIN CONDITIONING
BUTYL AVOCADATE,BUTYL AVOCADATE,부틸아보카데이트,SKIN CONDITIONING
RHUS SEMIALATA GALL EXTRACT,RHUS SEMIALATA GALL EXTRACT,붉나무충영추출물,SKIN CONDITIONING
SORBITAN PALMITATE,SORBITAN PALMITATE,솔비탄팔미테이트,SURFACTANT - EMULSIFYING
CITRULLUS LANATUS FRUIT EXTRACT,CITRULLUS LANATUS FRUIT EXTRACT,수박수,SKIN CONDITIONING
CINNAMOMUM ZEYLANICUM BARK EXTRACT,CINNAMOMUM ZEYLANICUM BARK EXTRACT,실론시나몬나무껍질추출물,ANTIMICROBIAL;ANTIOXIDANT;ASTRINGENT;SKIN CONDITIONING - EMOLLIENT;HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING;PERFUMING
ARNICA MONTANA FLOWER,ARNICA MONTANA FLOWER,아르니카 몬타나꽃,SKIN CONDITIONING
EUTERPE OLERACEA SEED POWDER,EUTERPE OLERACEA SEED POWDER,아사이팜순추출물,ABRASIVE;SKIN CONDITIONING
ASPARAGINE,ASPARAGINE,아스파라진,ANTISTATIC;HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING
RIBES NIGRUM BUD EXTRACT,RIBES NIGRUM BUD EXTRACT,양까막까치밥나무캘러스추출물,SKIN CONDITIONING;PERFUMING
ORNITHINE,ORNITHINE,오르니틴,SKIN CONDITIONING
SCHISANDRA CHINENSIS CALLUS EXTRACT,SCHISANDRA CHINENSIS CALLUS EXTRACT,오미자캘러스추출물,SKIN PROTECTING
ULTRAMARINES,ULTRAMARINES,울트라마린,HAIR DYEING
HEMEROCALLIS FULVA FLOWER EXTRACT,HEMEROCALLIS FULVA FLOWER EXTRACT,원추리꽃추출물,SKIN CONDITIONING
MACROCYSTIS PYRIFERA EXTRACT,MACROCYSTIS PYRIFERA EXTRACT,자이언트켈프추출물,SKIN CONDITIONING
CI 17200,CI 17200,적색227호,COLORANT;HAIR DYEING
ANTHRISCUS SYLVESTRIS EXTRACT,ANTHRISCUS SYLVESTRIS EXTRACT,전호추출물,SKIN CONDITIONING
CARRAGEENAN,CARRAGEENAN,카라기난,
CALCIUM GLUCONATE,CALCIUM GLUCONATE,칼슘글루코네이트,CHELATING;SKIN CONDITIONING - MISCELLANEOUS
GLYCINE MAX POLYPEPTIDE,GLYCINE MAX POLYPEPTIDE,콩폴리펩타이드,SKIN CONDITIONING
CHENOPODIUM QUINOA SEED EXTRACT,CHENOPODIUM QUINOA SEED EXTRACT,퀴노아씨추출물,SKIN CONDITIONING
TETRAHEXYLDECYL ASCORBATE,TETRAHEXYLDECYL ASCORBATE,테트라헥실데실아스코베이트,ANTIOXIDANT;SKIN CONDITIONING
PALMITOYL TRIPEPTIDE-8,PALMITOYL TRIPEPTIDE-8,팔미토일트라이펩타이드-8,SKIN CONDITIONING
POLYGLYCERYL-10 BEHENATE/EICOSADIOATE,POLYGLYCERYL-10 BEHENATE/EICOSADIOATE,폴리글리세릴-10베헤네이트/에이코사디오에이트,SURFACTANT - EMULSIFYING;SKIN CONDITIONING
POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE,POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE,폴리글리세릴-2다이폴리하이드록시스테아레이트,SKIN CONDITIONING
POLYQUATERNIUM-22,POLYQUATERNIUM-22,폴리쿼터늄-22,ANTISTATIC;FILM FORMING
PROPYLHEPTYL CAPRYLATE,PROPYLHEPTYL CAPRYLATE,프로필헵틸카프릴레이트,SKIN CONDITIONING - EMOLLIENT
PHLORETIN,PHLORETIN,플로레틴,ANTIOXIDANT;ANTI-SEBUM
PEG-8 GLYCERYL ISOSTEARATE,PEG-8 GLYCERYL ISOSTEARATE,피이지-8글리세릴아이소스테아레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING
HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID,HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID,하이드록시에틸피페라진에탄설포닉애씨드,BUFFERING
HYDROLYZED COLLAGEN EXTRACT,HYDROLYZED COLLAGEN EXTRACT,하이드롤라이즈드콜라겐추출물,SKIN PROTECTING
CI 15985,CI 15985,황색5호,COLORANT
ARTEMISIA ARGYI LEAF WATER,ARTEMISIA ARGYI LEAF WATER,황해쑥잎수,SKIN CONDITIONING
SACCHAROMYCES/RICE FERMENT FILTRATE,SACCHAROMYCES/RICE FERMENT FILTRATE,효모/쌀발효여과물,SKIN CONDITIONING
C13-14 ALKANE,C13-14 ALKANE,C11-15알케인/사이클로알케인,SOLVENT
VISCUM ALBUM (MISTLETOE),VISCUM ALBUM (MISTLETOE),겨우살이,NOT REPORTED
AVENA SATIVA PROTEIN EXTRACT,AVENA SATIVA PROTEIN EXTRACT,귀리단백질추출물,SKIN CONDITIONING
PRUNELLA VULGARIS EXTRACT,PRUNELLA VULGARIS EXTRACT,꿀풀추출물,ANTIOXIDANT
DISODIUM LAURETH SULFOSUCCINATE,DISODIUM LAURETH SULFOSUCCINATE,다이소듐라우레스-9설포석시네이트,CLEANSING;FOAMING;SURFACTANT - FOAM BOOSTING;SURFACTANT - HYDROTROPE;SURFACTANT - CLEANSING
DISODIUM ADENOSINE TRIPHOSPHATE,DISODIUM ADENOSINE TRIPHOSPHATE,다이소듐아데노신트라이포스페이트,SKIN CONDITIONING
SEDUM SARMENTOSUM EXTRACT,SEDUM SARMENTOSUM EXTRACT,돌나물추출물,HUMECTANT
GLYCINE SOJA PROTEIN,GLYCINE SOJA PROTEIN,돌콩단백질,SURFACTANT - EMULSIFYING;HAIR CONDITIONING;SKIN CONDITIONING
GLYCINE SOJA PEPTIDE,GLYCINE SOJA PEPTIDE,돌콩펩타이드,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING
PERILLA FRUTESCENS CALLUS CULTURE EXTRACT,PERILLA FRUTESCENS CALLUS CULTURE EXTRACT,들깨잎오일,SKIN CONDITIONING
ANETHUM GRAVEOLENS HERB OIL,ANETHUM GRAVEOLENS HERB OIL,딜추출물,PERFUMING
LAURAMIDOPROPYL BETAINE,LAURAMIDOPROPYL BETAINE,라우라미도프로필베타인,ANTISTATIC;CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
CRITHMUM MARITIMUM CALLUS CULTURE FILTRATE,CRITHMUM MARITIMUM CALLUS CULTURE FILTRATE,록샘파이어캘러스배양여과물,SKIN PROTECTING
ASPALATHUS LINEARIS EXTRACT,ASPALATHUS LINEARIS EXTRACT,루이보스추출물,SKIN CONDITIONING
ALTHAEA OFFICINALIS FLOWER EXTRACT,ALTHAEA OFFICINALIS FLOWER EXTRACT,마시멜로꽃추출물,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
CRATAEGUS MONOGYNA FLOWER EXTRACT,CRATAEGUS MONOGYNA FLOWER EXTRACT,모노기나산사꽃추출물,SKIN CONDITIONING
YUCCA SCHIDIGERA ROOT EXTRACT,YUCCA SCHIDIGERA ROOT EXTRACT,모하비유카뿌리추출물,SKIN CONDITIONING
SAPINDUS MUKOROSSI FRUIT EXTRACT,SAPINDUS MUKOROSSI FRUIT EXTRACT,무환자나무열매추출물,SKIN CONDITIONING
MINERAL SALTS,MINERAL SALTS,미네랄솔트,SKIN CONDITIONING
MALPIGHIA PUNICIFOLIA FRUIT EXTRACT,MALPIGHIA PUNICIFOLIA FRUIT EXTRACT,바베이도스체리추출물,ANTIOXIDANT
OCIMUM TENUIFLORUM OIL,OCIMUM TENUIFLORUM OIL,홀리바질오일,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING
BORON NITRIDE,BORON NITRIDE,보론나이트라이드,BULKING;SLIP MODIFIER
ARTEMISIA VULGARIS HERB EXTRACT,ARTEMISIA VULGARIS HERB EXTRACT,불가리스쑥추출물,PERFUMING
SALIX NIGRA BARK EXTRACT,SALIX NIGRA BARK EXTRACT,블랙윌로우나무껍질추출물,SKIN PROTECTING
BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL,BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL,비스-카프릴로일옥시팔미타미도아이소프로판올,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING
SODIUM ACRYLIC ACID/MA COPOLYMER,SODIUM ACRYLIC ACID/MA COPOLYMER,소듐아크릴릭애씨드/엠에이코폴리머,VISCOSITY CONTROLLING
SODIUM COCOAMPHOACETATE,SODIUM COCOAMPHOACETATE,소듐코코암포아세테이트,CLEANSING;FOAMING;HAIR CONDITIONING;SURFACTANT - CLEANSING
